attom_id,fips,apn,address,postal1,state,latitude,longitude,property_type,year_built,beds,baths,sqft,lot_size,sale_amount,sale_date,sale_type,price_per_sqft,area_code,area_title,sale_year,sale_month,property_age,log_price_per_sqft
1949589,45077,5111-00-87-0428,"384 HOOD RD, EASLEY, SC 29640",29640.0,SC,34.894293,-82.607183,SFR,1981.0,3.0,2.0,2801.0,1.778,1000.0,2024-08-23,Resale,0.36,24860,"Greenville-Anderson-Greer, SC",2024,8,43.0,-1.0216512475319814
1949597,45077,5039-17-00-3626,"104 GINGER LN, EASLEY, SC 29642",29642.0,SC,34.821116,-82.564831,SFR,1970.0,3.0,2.0,1531.0,,277000.0,2025-05-02,Resale,180.93,24860,"Greenville-Anderson-Greer, SC",2025,5,55.0,5.198110216131005
1949599,45077,5038-09-17-0120,"304 HUNTINGTON RD, EASLEY, SC 29642",29642.0,SC,34.811368,-82.562366,SFR,1978.0,3.0,2.0,2104.0,,400000.0,2025-01-07,Resale,190.11,24860,"Greenville-Anderson-Greer, SC",2025,1,47.0,5.247602852003535
1949609,45077,5038-05-08-3192,"102 OXFORD CT, EASLEY, SC 29642",29642.0,SC,34.814147,-82.564508,SFR,1987.0,3.0,3.0,2283.0,,430000.0,2025-04-14,Resale,188.35,24860,"Greenville-Anderson-Greer, SC",2025,4,38.0,5.23830193413805
1949611,45077,5038-05-08-5449,"702 HUNTINGTON RD, EASLEY, SC 29642",29642.0,SC,34.81516,-82.564003,SFR,1988.0,7.0,4.0,3290.0,,399900.0,2024-03-22,Resale,121.55,24860,"Greenville-Anderson-Greer, SC",2024,3,36.0,4.800325700762133
1949613,45077,5038-05-08-2560,"701 HUNTINGTON RD, EASLEY, SC 29642",29642.0,SC,34.815185,-82.56494,SFR,1979.0,4.0,3.0,1452.0,0.46,60391.0,2025-06-30,Resale,41.59,24860,"Greenville-Anderson-Greer, SC",2025,6,46.0,3.7278597537548204
2266303,45077,5037-05-29-3797,"104 OVERLOOK CT, EASLEY, SC 29642",29642.0,SC,34.791274,-82.557416,SFR,1995.0,4.0,4.0,3981.0,,575000.0,2024-05-31,Resale,144.44,24860,"Greenville-Anderson-Greer, SC",2024,5,29.0,4.972864196409257
2353454,45077,4182-09-25-2199,"181 BROOKSIDE CIR, PICKENS, SC 29671",29671.0,SC,34.913946,-82.726754,SFR,1983.0,3.0,2.5,1660.0,1.29,440000.0,2026-01-05,Resale,265.06,24860,"Greenville-Anderson-Greer, SC",2026,1,43.0,5.579956215452532
2356227,45077,5008-11-65-7439,"104 SHERRY LN, EASLEY, SC 29640",29640.0,SC,34.805902,-82.643158,SFR,1979.0,3.0,3.0,1248.0,,240000.0,2024-06-20,Resale,192.31,24860,"Greenville-Anderson-Greer, SC",2024,6,45.0,5.259108653322756
2420151,45077,5038-15-63-0058,"103 OAKCREEK DR, EASLEY, SC 29642",29642.0,SC,34.800524,-82.545366,SFR,1990.0,3.0,3.0,1945.0,,270000.0,2025-08-20,Resale,138.82,24860,"Greenville-Anderson-Greer, SC",2025,8,35.0,4.933178129911438
2420166,45077,5038-15-73-2565,"405 CREEK DR, EASLEY, SC 29642",29642.0,SC,34.801883,-82.541366,SFR,1990.0,3.0,2.0,1774.0,0.1899908,285000.0,2026-01-22,Resale,160.65,24860,"Greenville-Anderson-Greer, SC",2026,1,36.0,5.0792280855618674
2420171,45077,5038-15-63-9808,"211 CREEK DR, EASLEY, SC 29642",29642.0,SC,34.802776,-82.542588,SFR,1991.0,4.0,2.0,1931.0,,274000.0,2024-05-17,Resale,141.9,24860,"Greenville-Anderson-Greer, SC",2024,5,33.0,4.955122584165997
2445511,45077,5038-16-84-2857,"428 WEXFORD WAY, EASLEY, SC 29642",29642.0,SC,34.805545,-82.538155,SFR,1997.0,3.0,3.0,2089.0,0.4489899,578000.0,2024-05-24,Resale,276.69,24860,"Greenville-Anderson-Greer, SC",2024,5,27.0,5.622897745915737
2445518,45077,5038-16-84-2430,"106 LOCKMERE CT, EASLEY, SC 29642",29642.0,SC,34.804258,-82.538181,SFR,1996.0,3.0,3.0,2412.0,,535000.0,2025-05-16,Resale,221.81,24860,"Greenville-Anderson-Greer, SC",2025,5,29.0,5.401821159562698
2445519,45077,5038-16-84-1449,"102 LOCKMERE CT, EASLEY, SC 29642",29642.0,SC,34.804498,-82.538491,SFR,1996.0,3.0,2.5,2329.0,0.46,605000.0,2024-09-30,Resale,259.77,24860,"Greenville-Anderson-Greer, SC",2024,9,28.0,5.559796624127819
2460459,45077,4053-12-86-3263,"129 HOLLY AVE, CLEMSON, SC 29631",29631.0,SC,34.668375,-82.801389,SFR,1956.0,3.0,2.0,1808.0,0.4300046,377500.0,2025-04-01,Resale,208.79,24860,"Greenville-Anderson-Greer, SC",2025,4,69.0,5.341328962141284
2481005,45077,4190-20-71-9744,"307 FAIRWAY DR, PICKENS, SC 29671",29671.0,SC,34.849762,-82.673634,SFR,1995.0,3.0,3.0,1920.0,1.75,586000.0,2025-11-17,Resale,305.21,24860,"Greenville-Anderson-Greer, SC",2025,11,30.0,5.721000064273266
2497346,45077,4097-10-37-0437,"202 W BEATTIE ST, LIBERTY, SC 29657",29657.0,SC,34.783295,-82.688326,SFR,1920.0,2.0,1.0,928.0,,218000.0,2025-06-30,Resale,234.91,24860,"Greenville-Anderson-Greer, SC",2025,6,105.0,5.459202462065674
2516569,45077,5019-15-62-3534,"408 W 2ND AVE, EASLEY, SC 29640",29640.0,SC,34.825662,-82.611567,SFR,1930.0,3.0,2.0,1086.0,,195000.0,2024-12-30,Resale,179.56,24860,"Greenville-Anderson-Greer, SC",2024,12,94.0,5.190509413913731
2838401,45077,5028-07-58-0064,"200 CAMILLE ST, EASLEY, SC 29642",29642.0,SC,34.813685,-82.582284,SFR,1974.0,3.0,2.0,1562.0,,270000.0,2025-08-13,Resale,172.86,24860,"Greenville-Anderson-Greer, SC",2025,8,51.0,5.152482018324492
2928535,45077,5008-10-46-8603,"202 SHERWOOD RD, EASLEY, SC 29640",29640.0,SC,34.808968,-82.649633,SFR,1972.0,2.0,2.0,998.0,,215000.0,2025-09-19,Resale,215.43,24860,"Greenville-Anderson-Greer, SC",2025,9,53.0,5.372636030790336
3027735,45077,4065-17-11-3538,"117 WALNUT ST, CENTRAL, SC 29630",29630.0,SC,34.710667,-82.79245,SFR,1966.0,2.0,1.0,1608.0,,195000.0,2024-05-01,Resale,121.27,24860,"Greenville-Anderson-Greer, SC",2024,5,58.0,4.7980194646687
3027740,45077,4065-05-09-4111,"140 MCJUNKIN RD, CENTRAL, SC 29630",29630.0,SC,34.73134,-82.795884,SFR,1951.0,2.0,1.0,952.0,0.8100092,66000.0,2025-10-15,Resale,69.33,24860,"Greenville-Anderson-Greer, SC",2025,10,74.0,4.238877712954399
3205552,45077,5131-02-65-7160,"207 SHADE TREE CIR, EASLEY, SC 29640",29640.0,SC,34.888493,-82.544587,MOBILE HOME,1990.0,3.0,2.0,1792.0,,220000.0,2025-07-29,Resale,122.77,24860,"Greenville-Anderson-Greer, SC",2025,7,35.0,4.8103126861927485
3231190,45077,5049-05-28-0288,"113 HARVARD LN, EASLEY, SC 29640",29640.0,SC,34.842517,-82.526055,SFR,1994.0,3.0,2.0,1320.0,,312000.0,2024-09-13,Resale,236.36,24860,"Greenville-Anderson-Greer, SC",2024,9,30.0,5.465356066477474
3246016,45077,5059-17-12-5178,"134 QUAIL HAVEN DR, EASLEY, SC 29642",29642.0,SC,34.826161,-82.494134,SFR,1978.0,3.0,2.0,1236.0,,255000.0,2025-10-17,Resale,206.31,24860,"Greenville-Anderson-Greer, SC",2025,10,47.0,5.329379891999855
3414618,45077,5019-12-95-5987,"201 E C AVE, EASLEY, SC 29640",29640.0,SC,34.835254,-82.600911,SFR,1946.0,3.0,1.0,1278.0,,175000.0,2025-10-16,Resale,136.93,24860,"Greenville-Anderson-Greer, SC",2025,10,79.0,4.919469846344143
3414619,45077,5029-10-26-9609,"112 CLEVELAND ST, EASLEY, SC 29640",29640.0,SC,34.837365,-82.589865,SFR,1920.0,3.0,1.0,1364.0,,167000.0,2025-01-16,Resale,122.43,24860,"Greenville-Anderson-Greer, SC",2025,1,105.0,4.807539438085824
3414622,45077,5120-17-01-0379,"303 ASBURY CIR, EASLEY, SC 29640",29640.0,SC,34.850141,-82.599591,SFR,1980.0,3.0,2.0,2373.0,0.53,405500.0,2026-03-19,Resale,170.88,24860,"Greenville-Anderson-Greer, SC",2026,3,46.0,5.14096155577183
3777698,45077,5027-06-29-5952,"918 PELZER HWY, EASLEY, SC 29642",29642.0,SC,34.791324,-82.590247,SFR,1988.0,3.0,2.0,1744.0,0.6699954,285000.0,2024-07-03,Resale,163.42,24860,"Greenville-Anderson-Greer, SC",2024,7,36.0,5.096323573956561
3777712,45077,5027-00-04-0384,"572 ZION CHURCH RD, EASLEY, SC 29642",29642.0,SC,34.775872,-82.598118,SFR,1970.0,3.0,2.0,2013.0,0.9699954,340000.0,2024-08-19,Resale,168.9,24860,"Greenville-Anderson-Greer, SC",2024,8,54.0,5.129306823813755
4536870,45077,5029-11-66-6667,"502 GRANT ST, EASLEY, SC 29640",29640.0,SC,34.837479,-82.577353,SFR,1945.0,2.0,1.0,876.0,,175000.0,2024-03-21,Resale,199.77,24860,"Greenville-Anderson-Greer, SC",2024,3,79.0,5.297166704790641
4542609,45077,5029-18-32-9206,"212 GRACE AVE, EASLEY, SC 29640",29640.0,SC,34.825257,-82.586323,SFR,1954.0,2.0,2.0,1218.0,,240000.0,2024-09-06,Resale,197.04,24860,"Greenville-Anderson-Greer, SC",2024,9,70.0,5.283406753812282
4618151,45077,5112-04-71-4291,"1615 JAMESON RD, EASLEY, SC 29640",29640.0,SC,34.904531,-82.609043,MOBILE HOME,2000.0,3.0,2.0,2128.0,1.01,190000.0,2024-06-28,Resale,89.29,24860,"Greenville-Anderson-Greer, SC",2024,6,24.0,4.491889499529125
4618166,45077,4099-00-62-0426,"193 W BAGWELL RD, LIBERTY, SC 29657",29657.0,SC,34.824571,-82.6792,MOBILE HOME,1998.0,3.0,2.0,1170.0,,50000.0,2024-09-17,Resale,42.74,24860,"Greenville-Anderson-Greer, SC",2024,9,26.0,3.755135249891002
4618178,45077,4099-00-61-6221,"108 GOLDEN GLADE CT, LIBERTY, SC 29657",29657.0,SC,34.821069,-82.677127,MOBILE HOME,1999.0,3.0,2.0,1174.0,0.573,40000.0,2026-03-26,Resale,34.07,24860,"Greenville-Anderson-Greer, SC",2026,3,27.0,3.5284172316728752
4618179,45077,5027-08-78-7616,"136 RUBY DR, EASLEY, SC 29642",29642.0,SC,34.788326,-82.572103,MOBILE HOME,1994.0,2.0,2.0,1216.0,1.59,90000.0,2024-12-09,Resale,74.01,24860,"Greenville-Anderson-Greer, SC",2024,12,30.0,4.304200219209375
4618181,45077,5100-00-48-7231,"109 RAYFIELD DR, EASLEY, SC 29640",29640.0,SC,34.868216,-82.650985,MOBILE HOME,1999.0,3.0,2.0,1199.0,0.8399908,50000.0,2025-11-13,Resale,41.7,24860,"Greenville-Anderson-Greer, SC",2025,11,26.0,3.730501128804756
4618190,45077,4065-14-43-4999,"127 DAVIS ST, CENTRAL, SC 29630",29630.0,SC,34.717486,-82.782033,MOBILE HOME,1984.0,2.0,2.0,1449.0,,62000.0,2025-07-25,Resale,42.79,24860,"Greenville-Anderson-Greer, SC",2025,7,41.0,3.7563044304287256
4618222,45077,5140-14-33-6915,"113 WOODBINE TRL, EASLEY, SC 29640",29640.0,SC,34.857951,-82.521679,MOBILE HOME,1989.0,2.0,2.0,1515.0,,140000.0,2024-02-08,Resale,92.41,24860,"Greenville-Anderson-Greer, SC",2024,2,35.0,4.526235197899949
4618226,45077,4046-04-83-3634,"932 OLD SIX MILE RD, CENTRAL, SC 29630",29630.0,SC,34.742667,-82.836319,TAX EXEMPT,1998.0,3.0,2.0,2128.0,0.8179982,105000.0,2025-01-23,REO (Real Estate-Owned),49.34,24860,"Greenville-Anderson-Greer, SC",2025,1,27.0,3.8987351111012107
4618227,45077,5009-15-63-8080,"180 DEARBORN LN, EASLEY, SC 29640",29640.0,SC,34.826551,-82.643042,MOBILE HOME,1989.0,3.0,2.0,1674.0,0.5,50000.0,2024-04-03,Resale,29.87,24860,"Greenville-Anderson-Greer, SC",2024,4,35.0,3.3968546322280186
4618262,45077,5009-15-73-1069,"172 DEARBORN LN, EASLEY, SC 29640",29640.0,SC,34.826824,-82.642101,MOBILE HOME,1994.0,3.0,2.0,1680.0,0.5100092,10000.0,2025-11-20,Resale,5.95,24860,"Greenville-Anderson-Greer, SC",2025,11,31.0,1.7833912195575383
4618263,45077,5100-18-31-6271,"133 CEDAR ROCK CHURCH RD, EASLEY, SC 29640",29640.0,SC,34.849027,-82.654134,MOBILE HOME,2004.0,4.0,2.0,2432.0,1.2,274900.0,2025-12-03,Resale,113.03,24860,"Greenville-Anderson-Greer, SC",2025,12,21.0,4.72765327020264
4618265,45077,5131-02-65-5599,"124 SHADE TREE CIR, EASLEY, SC 29640",29640.0,SC,34.889891,-82.54519,MOBILE HOME,1991.0,3.0,2.0,1248.0,,99000.0,2024-06-18,Resale,79.33,24860,"Greenville-Anderson-Greer, SC",2024,6,33.0,4.373616367313912
4618300,45077,4150-00-36-1489,"151 ROLLING HILLS RD, SIX MILE, SC 29682",29682.0,SC,34.861199,-82.822709,MOBILE HOME,1999.0,3.0,2.0,1716.0,2.19,99000.0,2025-11-07,Resale,57.69,24860,"Greenville-Anderson-Greer, SC",2025,11,26.0,4.055083848268798
4618351,45077,5100-18-41-5321,"104 MCCALL LN, EASLEY, SC 29640",29640.0,SC,34.849294,-82.651336,MOBILE HOME,1986.0,2.0,2.0,1390.0,,190000.0,2025-08-12,Resale,136.69,24860,"Greenville-Anderson-Greer, SC",2025,8,39.0,4.917715588164562
4618376,45077,4150-00-04-8098,"175 DUNCAN RD, SIX MILE, SC 29682",29682.0,SC,34.85433,-82.830242,VACANT LAND (NEC),2001.0,3.0,2.0,1792.0,1.0,60000.0,2024-03-21,Resale,33.48,24860,"Greenville-Anderson-Greer, SC",2024,3,23.0,3.5109482456212744
4618388,45077,5027-00-12-6136,"723 ZION CHURCH RD, EASLEY, SC 29642",29642.0,SC,34.769986,-82.592993,MOBILE HOME,2000.0,2.0,2.0,1920.0,0.9,103500.0,2024-12-18,Resale,53.91,24860,"Greenville-Anderson-Greer, SC",2024,12,24.0,3.9873159894635775
4618405,45077,5049-16-74-9629,"149 EVELYN RD, EASLEY, SC 29640",29640.0,SC,34.832927,-82.506415,MOBILE HOME,1985.0,3.0,2.0,1680.0,0.64,30000.0,2026-05-06,Resale,17.86,24860,"Greenville-Anderson-Greer, SC",2026,5,41.0,2.882563575448353
4618409,45077,4172-00-64-5279,"145 ARTIE DR, PICKENS, SC 29671",29671.0,SC,34.911414,-82.74546,MOBILE HOME,1973.0,3.0,2.0,1344.0,1.0,14000.0,2024-06-25,Resale,10.42,24860,"Greenville-Anderson-Greer, SC",2024,6,51.0,2.343727036325221
4618424,45077,4048-00-38-9803,"122 GIN SHOALS RD, SIX MILE, SC 29682",29682.0,SC,34.812165,-82.852714,MOBILE HOME,2005.0,4.0,2.0,2128.0,1.88,75000.0,2025-10-27,Resale,35.24,24860,"Greenville-Anderson-Greer, SC",2025,10,20.0,3.562181801067979
4618436,45077,5132-03-20-4562,"247 GLENN ST, EASLEY, SC 29640",29640.0,SC,34.903223,-82.559306,MOBILE HOME,1999.0,3.0,2.0,1782.0,0.9600092,2800.0,2025-03-06,Resale,1.57,24860,"Greenville-Anderson-Greer, SC",2025,3,26.0,0.45107561936021673
4618450,45077,5135-00-25-2804,"371 FOREST DALE RD, MARIETTA, SC 29661",29661.0,SC,35.000222,-82.561791,MOBILE HOME,1999.0,3.0,2.0,1678.0,0.81,235000.0,2026-04-08,Resale,140.05,24860,"Greenville-Anderson-Greer, SC",2026,4,27.0,4.941999501706118
4622677,45077,5121-00-74-9333,"230 JENNY LN, EASLEY, SC 29640",29640.0,SC,34.88608,-82.573997,MOBILE HOME,1998.0,3.0,2.0,1680.0,,81000.0,2024-01-09,Resale,48.21,24860,"Greenville-Anderson-Greer, SC",2024,1,26.0,3.875566468417531
4622735,45077,4181-12-85-5117,"145 QUEENS CT, PICKENS, SC 29671",29671.0,SC,34.886668,-82.705486,SFR,1966.0,4.0,3.0,2202.0,,357000.0,2025-04-01,Resale,162.13,24860,"Greenville-Anderson-Greer, SC",2025,4,59.0,5.088398482561978
4622742,45077,5039-20-90-9749,"199 LAKE FOREST CIR, EASLEY, SC 29642",29642.0,SC,34.82189,-82.532652,SFR,1989.0,4.0,4.0,2290.0,1.31,500000.0,2026-02-12,Resale,218.34,24860,"Greenville-Anderson-Greer, SC",2026,2,37.0,5.386053480852124
4622757,45077,4044-16-94-1193,"1108 TIGER BLVD APT 136, CLEMSON, SC 29631",29631.0,SC,34.689648,-82.832365,TOWNHOUSE/ROWHOUSE,1975.0,2.0,2.0,1040.0,,150000.0,2024-09-25,Resale,144.23,24860,"Greenville-Anderson-Greer, SC",2024,9,49.0,4.971409247595418
4622758,45077,4044-16-94-1174,"1108 TIGER BLVD, CLEMSON, SC 29631",29631.0,SC,34.689666,-82.832418,TOWNHOUSE/ROWHOUSE,1975.0,2.0,1.5,1040.0,0.087,465000.0,2025-04-21,Resale,447.12,24860,"Greenville-Anderson-Greer, SC",2025,4,50.0,6.102827014961442
4622761,45077,4044-16-94-5252,"1108 TIGER BLVD APT 158, CLEMSON, SC 29631",29631.0,SC,34.689897,-82.831176,TOWNHOUSE/ROWHOUSE,1975.0,2.0,1.25,1018.0,,150000.0,2024-12-18,Resale,147.35,24860,"Greenville-Anderson-Greer, SC",2024,12,49.0,4.992810709183703
4622763,45077,4044-16-94-0322,"1108 TIGER BLVD APT 115, CLEMSON, SC 29631",29631.0,SC,34.690145,-82.832916,TOWNHOUSE/ROWHOUSE,1975.0,2.0,2.0,1013.0,,157000.0,2025-06-30,Resale,154.99,24860,"Greenville-Anderson-Greer, SC",2025,6,50.0,5.04336059870896
4622774,45077,4054-18-41-5742,"207 BROOK ST, CLEMSON, SC 29631",29631.0,SC,34.683268,-82.814445,SFR,1960.0,3.0,1.5,1418.0,0.4,270000.0,2024-07-02,Resale,190.41,24860,"Greenville-Anderson-Greer, SC",2024,7,64.0,5.249179641986489
4622786,45077,5018-12-86-0298,"204 HIGH RIDGE CT, EASLEY, SC 29642",29642.0,SC,34.808567,-82.605401,SFR,2002.0,4.0,2.0,2175.0,0.2600092,297000.0,2024-06-14,Resale,136.55,24860,"Greenville-Anderson-Greer, SC",2024,6,22.0,4.916690847919714
4622789,45077,5018-12-86-0438,"105 UPWARD WAY, EASLEY, SC 29642",29642.0,SC,34.809115,-82.605588,SFR,2002.0,4.0,3.0,2300.0,0.2600092,349900.0,2024-03-27,Resale,152.13,24860,"Greenville-Anderson-Greer, SC",2024,3,22.0,5.0247354184750375
4622801,45077,4086-00-56-8624,"325 CROWFIELD DR, LIBERTY, SC 29657",29657.0,SC,34.753203,-82.711893,SFR,2002.0,4.0,3.0,2157.0,0.5800046,127000.0,2024-04-12,Resale,58.88,24860,"Greenville-Anderson-Greer, SC",2024,4,22.0,4.075501474420621
4622829,45077,4097-10-37-0239,"5 HUNT AVE, LIBERTY, SC 29657",29657.0,SC,34.782784,-82.688336,SFR,1926.0,2.0,1.0,1006.0,,263000.0,2025-05-20,Resale,261.43,24860,"Greenville-Anderson-Greer, SC",2025,5,99.0,5.5661665612460975
4622840,45077,5018-15-74-4558,"316 WOODFIELD DR, EASLEY, SC 29642",29642.0,SC,34.803838,-82.607324,SFR,1979.0,3.0,2.0,1617.0,,295000.0,2024-07-31,Resale,182.44,24860,"Greenville-Anderson-Greer, SC",2024,7,45.0,5.2064213518435
4622844,45077,4191-09-25-1002,"204 JOHN ST, PICKENS, SC 29671",29671.0,SC,34.886388,-82.693507,SFR,1906.0,2.0,1.0,1458.0,0.35,100000.0,2026-05-18,Resale,68.59,24860,"Greenville-Anderson-Greer, SC",2026,5,120.0,4.22814675151123
4622866,45077,4054-13-03-4788,"328 STONEY CREEK DR, CLEMSON, SC 29631",29631.0,SC,34.68874,-82.828057,SFR,1979.0,3.0,3.0,1581.0,0.2800046,340000.0,2024-07-18,Resale,215.05,24860,"Greenville-Anderson-Greer, SC",2024,7,45.0,5.370870559229745
4910534,45077,4086-00-46-4917,"586 PINEY TRL, LIBERTY, SC 29657",29657.0,SC,34.754049,-82.716419,SFR,1997.0,3.0,3.0,1619.0,3.69,498000.0,2024-06-28,Resale,307.6,24860,"Greenville-Anderson-Greer, SC",2024,6,27.0,5.728800237631489
5202858,45077,4058-05-19-4767,"110 BRIDWELL RD, SIX MILE, SC 29682",29682.0,SC,34.815171,-82.827472,MOBILE HOME,1996.0,3.0,2.0,1240.0,0.8399908,189900.0,2025-09-15,Resale,153.15,24860,"Greenville-Anderson-Greer, SC",2025,9,29.0,5.031417833278784
5278487,45077,4065-14-33-6410,"118 EVERGREEN CT, CENTRAL, SC 29630",29630.0,SC,34.715789,-82.784918,SFR,1978.0,2.0,2.0,1210.0,0.68,15000.0,2024-05-30,Resale,12.4,24860,"Greenville-Anderson-Greer, SC",2024,5,46.0,2.517696472610991
5295744,45077,4064-05-28-2574,"218 HEATHER DR, CENTRAL, SC 29630",29630.0,SC,34.702403,-82.789098,SFR,1971.0,3.0,2.0,1680.0,,299900.0,2024-09-13,Resale,178.51,24860,"Greenville-Anderson-Greer, SC",2024,9,53.0,5.18464462205946
7051787,45077,4065-07-68-7192,"415 EATON ST, CENTRAL, SC 29630",29630.0,SC,34.728899,-82.774671,SFR,1964.0,2.0,1.0,1110.0,0.4100092,264000.0,2025-06-26,Resale,237.84,24860,"Greenville-Anderson-Greer, SC",2025,6,61.0,5.471598178689843
7072806,45077,4172-00-04-1025,"164 CHILDS DR, SUNSET, SC 29685",29685.0,SC,34.910216,-82.767276,SFR,1975.0,2.0,2.0,1092.0,2.0,275000.0,2025-08-22,Resale,251.83,24860,"Greenville-Anderson-Greer, SC",2025,8,50.0,5.528754256689711
7127878,45077,4174-00-07-2095,"475 OLD CHAPMAN TRL, PICKENS, SC 29671",29671.0,SC,34.973249,-82.767937,SFR,1999.0,3.0,3.0,2427.0,7.01,595000.0,2025-07-10,Resale,245.16,24860,"Greenville-Anderson-Greer, SC",2025,7,26.0,5.501911058617531
7652218,45077,5019-12-86-4432,"263 HASTING CIR, EASLEY, SC 29640",29640.0,SC,34.836458,-82.604747,SFR,1972.0,2.0,1.0,1033.0,,35000.0,2025-10-25,Resale,33.88,24860,"Greenville-Anderson-Greer, SC",2025,10,53.0,3.522824869783854
7742502,45077,5037-00-59-3303,"120 PLANTATION DR, EASLEY, SC 29642",29642.0,SC,34.790166,-82.547715,SFR,1990.0,4.0,3.0,2379.0,,299000.0,2025-10-15,Resale,125.68,24860,"Greenville-Anderson-Greer, SC",2025,10,35.0,4.833738993947366
7816047,45077,4055-17-00-4267,"204 CATAWBAH RD, CLEMSON, SC 29631",29631.0,SC,34.706551,-82.828505,SFR,2000.0,3.0,3.0,2437.0,,530000.0,2024-06-17,Resale,217.48,24860,"Greenville-Anderson-Greer, SC",2024,6,24.0,5.3821068922777195
7819154,45077,4064-05-19-7191,"302 WELLINGTON WAY, CENTRAL, SC 29630",29630.0,SC,34.703947,-82.790763,SFR,2025.0,3.0,3.0,2826.0,,417000.0,2025-04-30,Resale,147.56,24860,"Greenville-Anderson-Greer, SC",2025,4,0.0,4.994234872728475
7828441,45077,5117-00-52-4956,"153 PLEASANT GROVE RD, PICKENS, SC 29671",29671.0,SC,35.046552,-82.618663,SFR,1978.0,4.0,2.0,1120.0,2.42,218620.0,2024-07-12,Resale,195.2,24860,"Greenville-Anderson-Greer, SC",2024,7,46.0,5.274024673978992
7842024,45077,5028-06-48-4884,"238 PEARSON RD, EASLEY, SC 29642",29642.0,SC,34.815874,-82.584226,SFR,1958.0,2.0,1.0,1104.0,0.424,265000.0,2026-04-29,Resale,240.04,24860,"Greenville-Anderson-Greer, SC",2026,4,68.0,5.480805576121312
7845058,45077,5019-19-70-1685,"208 S 7TH ST, EASLEY, SC 29640",29640.0,SC,34.820551,-82.608629,SFR,1930.0,2.0,1.0,1008.0,0.18,135000.0,2025-04-04,Resale,133.93,24860,"Greenville-Anderson-Greer, SC",2025,4,95.0,4.897317275399031
7851146,45077,5038-13-24-2320,"209 PINE RIDGE DR, EASLEY, SC 29642",29642.0,SC,34.803723,-82.558214,SFR,1988.0,3.0,4.0,2790.0,,405000.0,2025-08-28,Resale,145.16,24860,"Greenville-Anderson-Greer, SC",2025,8,37.0,4.977836582344869
7859676,45077,4048-08-99-3935,"197 DELLA LN, SIX MILE, SC 29682",29682.0,SC,34.815408,-82.834578,SFR,2001.0,3.0,2.5,1458.0,1.18,255000.0,2024-10-04,Resale,174.9,24860,"Greenville-Anderson-Greer, SC",2024,10,23.0,5.164214382024556
7866102,45077,5019-08-99-3182,"304 CRENSHAW ST, EASLEY, SC 29640",29640.0,SC,34.843924,-82.601726,SFR,2004.0,3.0,2.0,1561.0,0.3300046,80500.0,2025-05-21,Resale,51.57,24860,"Greenville-Anderson-Greer, SC",2025,5,21.0,3.9429401080628677
7867319,45077,4175-01-17-8406,"424 WHISPERING FALLS DR, PICKENS, SC 29671",29671.0,SC,35.002039,-82.763574,SFR,2001.0,3.0,2.0,1811.0,,389000.0,2024-12-30,Resale,214.8,24860,"Greenville-Anderson-Greer, SC",2024,12,23.0,5.36970736263471
7872971,45077,4054-15-74-3944,"136 ABEL RD, CLEMSON, SC 29631",29631.0,SC,34.692259,-82.80532,SFR,1960.0,3.0,1.0,1638.0,0.18,151000.0,2025-12-12,Resale,92.19,24860,"Greenville-Anderson-Greer, SC",2025,12,65.0,4.523851664810503
7879537,45077,5110-20-91-2835,"116 BUCKINGHAM RD, EASLEY, SC 29640",29640.0,SC,34.851407,-82.602346,SFR,1981.0,4.0,3.0,2346.0,,369900.0,2024-01-02,Resale,157.67,24860,"Greenville-Anderson-Greer, SC",2024,1,43.0,5.06050424124939
7901174,45077,5027-00-77-6184,"140 BROWN DR, EASLEY, SC 29642",29642.0,SC,34.783876,-82.572955,SFR,1998.0,3.0,2.0,1291.0,0.1899908,250000.0,2025-05-09,Resale,193.65,24860,"Greenville-Anderson-Greer, SC",2025,5,27.0,5.266052405960761
7924944,45077,4097-10-36-2827,"312 W BEATTIE ST, LIBERTY, SC 29657",29657.0,SC,34.781615,-82.687704,SFR,1910.0,2.0,1.0,964.0,0.24,128700.0,2026-01-30,Resale,133.51,24860,"Greenville-Anderson-Greer, SC",2026,1,116.0,4.894176381402003
7925430,45077,5019-10-36-5274,"501 KING ST, EASLEY, SC 29640",29640.0,SC,34.835739,-82.620967,SFR,1910.0,2.0,1.0,954.0,,20000.0,2025-10-03,Resale,20.96,24860,"Greenville-Anderson-Greer, SC",2025,10,115.0,3.0426158594528414
7926842,45077,5038-13-03-8647,"203 CARNOUSTIE DR, EASLEY, SC 29642",29642.0,SC,34.801947,-82.562773,SFR,1985.0,4.0,3.0,2679.0,,435000.0,2025-01-30,Resale,162.37,24860,"Greenville-Anderson-Greer, SC",2025,1,40.0,5.089877681599023
7930214,45077,4065-10-46-5782,"208 GAINES ST, CENTRAL, SC 29630",29630.0,SC,34.724913,-82.781879,SFR,1966.0,3.0,2.0,1932.0,0.56,375000.0,2025-11-26,Resale,194.1,24860,"Greenville-Anderson-Greer, SC",2025,11,59.0,5.268373490174964
7966758,45077,5059-17-11-1647,"120 QUAIL HAVEN DR, EASLEY, SC 29642",29642.0,SC,34.824737,-82.49556,SFR,1981.0,3.0,2.0,1161.0,,256000.0,2025-04-09,Resale,220.5,24860,"Greenville-Anderson-Greer, SC",2025,4,44.0,5.395897694886901
